date,benevolence_unscaled,benevolence_monthly,isPartial,scale,benevolence
2005-03-29,0,0,False,0.0,0.0
2005-03-30,0,0,False,0.0,0.0
2005-03-31,0,0,False,0.0,0.0
2005-04-01,0,0,False,0.0,0.0
2005-04-02,0,0,False,0.0,0.0
2005-04-03,0,0,False,0.0,0.0
2005-04-04,0,0,False,0.0,0.0
2005-04-05,0,0,True,0.0,0.0
2005-04-06,0,0,False,0.0,0.0
2005-04-07,0,0,False,0.0,0.0
2005-04-08,0,0,False,0.0,0.0
2005-04-09,0,0,False,0.0,0.0
2005-04-10,0,0,False,0.0,0.0
2005-04-11,92,92,False,0.92,84.64
2005-04-12,0,0,False,0.0,0.0
2005-04-13,90,90,False,0.9,81.0
2005-04-14,94,94,False,0.94,88.36
2005-04-15,100,100,False,1.0,100.0
2005-04-16,0,0,False,0.0,0.0
2005-04-17,0,0,False,0.0,0.0
2005-04-18,0,0,False,0.0,0.0
2005-04-19,0,0,False,0.0,0.0
2005-04-20,91,91,False,0.91,82.81
2005-04-21,0,0,False,0.0,0.0
2005-04-22,0,0,False,0.0,0.0
2005-04-23,0,0,False,0.0,0.0
2005-04-24,0,0,False,0.0,0.0
2005-04-25,88,88,False,0.88,77.44
2005-04-26,0,0,False,0.0,0.0
2005-04-27,89,89,False,0.89,79.21000000000001
2005-04-28,0,0,False,0.0,0.0
2005-04-29,0,0,False,0.0,0.0
2005-04-30,0,0,False,0.0,0.0
2005-05-01,0,0,False,0.0,0.0
2005-05-02,0,0,False,0.0,0.0
2005-05-03,0,0,False,0.0,0.0
2005-05-04,0,0,False,0.0,0.0
2005-05-05,98,98,False,0.98,96.03999999999999
2005-05-06,0,0,False,0.0,0.0
2005-05-07,0,0,False,0.0,0.0
2005-05-08,0,0,False,0.0,0.0
2005-05-09,0,0,False,0.0,0.0
2005-05-10,0,0,False,0.0,0.0
2005-05-11,0,0,False,0.0,0.0
2005-05-12,0,0,False,0.0,0.0
2005-05-13,0,0,False,0.0,0.0
2005-05-14,0,0,False,0.0,0.0
2005-05-15,0,0,False,0.0,0.0
2005-05-16,0,0,False,0.0,0.0
2005-05-17,0,0,False,0.0,0.0
2005-05-18,98,98,False,0.98,96.03999999999999
2005-05-19,100,100,False,1.0,100.0
2005-05-20,0,0,False,0.0,0.0
2005-05-21,0,0,False,0.0,0.0
2005-05-22,0,0,False,0.0,0.0
2005-05-23,0,0,False,0.0,0.0
2005-05-24,97,97,False,0.97,94.09
2005-05-25,0,0,False,0.0,0.0
2005-05-26,0,0,False,0.0,0.0
2005-05-27,0,0,False,0.0,0.0
2005-05-28,0,0,False,0.0,0.0
2005-05-29,0,0,False,0.0,0.0
2005-05-30,0,0,False,0.0,0.0
2005-05-31,0,0,False,0.0,0.0
2005-06-01,0,0,False,0.0,0.0
2005-06-02,0,0,False,0.0,0.0
2005-06-03,100,100,False,1.0,100.0
2005-06-04,0,0,False,0.0,0.0
2005-06-05,0,0,False,0.0,0.0
2005-06-06,0,0,False,0.0,0.0
2005-06-07,0,0,False,0.0,0.0
2005-06-08,0,0,False,0.0,0.0
2005-06-09,0,0,False,0.0,0.0
2005-06-10,0,0,False,0.0,0.0
2005-06-11,0,0,False,0.0,0.0
2005-06-12,83,83,False,0.83,68.89
2005-06-13,0,0,False,0.0,0.0
2005-06-14,0,0,False,0.0,0.0
2005-06-15,0,0,False,0.0,0.0
2005-06-16,0,0,False,0.0,0.0
2005-06-17,0,0,False,0.0,0.0
2005-06-18,0,0,False,0.0,0.0
2005-06-19,0,0,False,0.0,0.0
2005-06-20,0,0,False,0.0,0.0
2005-06-21,0,0,False,0.0,0.0
2005-06-22,0,0,False,0.0,0.0
2005-06-23,0,0,False,0.0,0.0
2005-06-24,0,0,False,0.0,0.0
2005-06-25,0,0,False,0.0,0.0
2005-06-26,0,0,False,0.0,0.0
2005-06-27,0,0,False,0.0,0.0
2005-06-28,0,0,False,0.0,0.0
2005-06-29,95,95,False,0.95,90.25
2005-06-30,0,0,False,0.0,0.0
2005-07-01,0,0,False,0.0,0.0
2005-07-02,0,0,False,0.0,0.0
2005-07-03,0,0,False,0.0,0.0
2005-07-04,0,0,False,0.0,0.0
2005-07-05,0,0,False,0.0,0.0
2005-07-06,0,0,False,0.0,0.0
2005-07-07,0,0,False,0.0,0.0
2005-07-08,0,0,False,0.0,0.0
2005-07-09,0,0,False,0.0,0.0
2005-07-10,0,0,False,0.0,0.0
2005-07-11,0,0,False,0.0,0.0
2005-07-12,90,90,False,0.9,81.0
2005-07-13,0,0,False,0.0,0.0
2005-07-14,0,0,False,0.0,0.0
2005-07-15,0,0,False,0.0,0.0
2005-07-16,0,0,False,0.0,0.0
2005-07-17,0,0,False,0.0,0.0
2005-07-18,0,0,False,0.0,0.0
2005-07-19,90,90,False,0.9,81.0
2005-07-20,0,0,False,0.0,0.0
2005-07-21,94,94,False,0.94,88.36
2005-07-22,0,0,False,0.0,0.0
2005-07-23,0,0,False,0.0,0.0
2005-07-24,0,0,False,0.0,0.0
2005-07-25,0,0,False,0.0,0.0
2005-07-26,0,0,False,0.0,0.0
2005-07-27,0,0,False,0.0,0.0
2005-07-28,0,0,False,0.0,0.0
2005-07-29,100,100,False,1.0,100.0
2005-07-30,0,0,False,0.0,0.0
2005-07-31,0,0,False,0.0,0.0
2005-08-01,0,0,False,0.0,0.0
2005-08-02,0,0,False,0.0,0.0
2005-08-03,0,0,False,0.0,0.0
2005-08-04,0,0,False,0.0,0.0
2005-08-05,0,0,False,0.0,0.0
2005-08-06,0,0,False,0.0,0.0
2005-08-07,0,0,False,0.0,0.0
2005-08-08,0,0,False,0.0,0.0
2005-08-09,97,97,False,0.97,94.09
2005-08-10,100,100,False,1.0,100.0
2005-08-11,0,0,False,0.0,0.0
2005-08-12,0,0,False,0.0,0.0
2005-08-13,0,0,False,0.0,0.0
2005-08-14,0,0,False,0.0,0.0
2005-08-15,0,0,False,0.0,0.0
2005-08-16,0,0,False,0.0,0.0
2005-08-17,100,100,False,1.0,100.0
2005-08-18,0,0,False,0.0,0.0
2005-08-19,0,0,False,0.0,0.0
2005-08-20,0,0,False,0.0,0.0
2005-08-21,0,0,False,0.0,0.0
2005-08-22,0,0,False,0.0,0.0
2005-08-23,0,0,False,0.0,0.0
2005-08-24,0,0,False,0.0,0.0
2005-08-25,0,0,False,0.0,0.0
2005-08-26,0,0,False,0.0,0.0
2005-08-27,0,0,False,0.0,0.0
2005-08-28,0,0,False,0.0,0.0
2005-08-29,0,0,False,0.0,0.0
2005-08-30,0,0,False,0.0,0.0
2005-08-31,0,0,False,0.0,0.0
2005-09-01,100,100,False,1.0,100.0
2005-09-02,0,0,False,0.0,0.0
2005-09-03,0,0,False,0.0,0.0
2005-09-04,0,0,False,0.0,0.0
2005-09-05,0,0,False,0.0,0.0
2005-09-06,96,96,False,0.96,92.16
2005-09-07,0,0,False,0.0,0.0
2005-09-08,47,47,False,0.47,22.09
2005-09-09,0,0,False,0.0,0.0
2005-09-10,76,76,False,0.76,57.76
2005-09-11,0,0,False,0.0,0.0
2005-09-12,0,0,False,0.0,0.0
2005-09-13,0,0,False,0.0,0.0
2005-09-14,0,0,False,0.0,0.0
2005-09-15,0,0,False,0.0,0.0
2005-09-16,0,0,False,0.0,0.0
2005-09-17,0,0,False,0.0,0.0
2005-09-18,75,75,False,0.75,56.25
2005-09-19,0,0,False,0.0,0.0
2005-09-20,0,0,False,0.0,0.0
2005-09-21,44,44,False,0.44,19.36
2005-09-22,0,0,False,0.0,0.0
2005-09-23,0,0,False,0.0,0.0
2005-09-24,0,0,False,0.0,0.0
2005-09-25,74,74,False,0.74,54.76
2005-09-26,0,0,False,0.0,0.0
2005-09-27,0,0,False,0.0,0.0
2005-09-28,0,0,False,0.0,0.0
2005-09-29,0,0,False,0.0,0.0
2005-09-30,0,0,False,0.0,0.0
2005-10-01,0,0,False,0.0,0.0
2005-10-02,0,0,False,0.0,0.0
2005-10-03,0,0,False,0.0,0.0
2005-10-04,0,0,False,0.0,0.0
2005-10-05,0,0,False,0.0,0.0
2005-10-06,0,0,False,0.0,0.0
2005-10-07,0,0,False,0.0,0.0
2005-10-08,0,0,False,0.0,0.0
2005-10-09,0,0,False,0.0,0.0
2005-10-10,0,0,False,0.0,0.0
2005-10-11,0,0,False,0.0,0.0
2005-10-12,100,100,False,1.0,100.0
2005-10-13,0,0,False,0.0,0.0
2005-10-14,54,54,False,0.54,29.160000000000004
2005-10-15,0,0,False,0.0,0.0
2005-10-16,0,0,False,0.0,0.0
2005-10-17,0,0,False,0.0,0.0
2005-10-18,49,49,False,0.49,24.009999999999998
2005-10-19,0,0,False,0.0,0.0
2005-10-20,0,0,False,0.0,0.0
2005-10-21,0,0,False,0.0,0.0
2005-10-22,0,0,False,0.0,0.0
2005-10-23,0,0,False,0.0,0.0
2005-10-24,49,49,False,0.49,24.009999999999998
2005-10-25,48,48,False,0.48,23.04
2005-10-26,49,49,False,0.49,24.009999999999998
2005-10-27,0,0,False,0.0,0.0
2005-10-28,0,0,False,0.0,0.0
2005-10-29,0,0,False,0.0,0.0
2005-10-30,0,0,False,0.0,0.0
2005-10-31,0,0,False,0.0,0.0
2005-11-01,0,0,False,0.0,0.0
2005-11-02,53,53,False,0.53,28.09
2005-11-03,0,0,False,0.0,0.0
2005-11-04,0,0,False,0.0,0.0
2005-11-05,0,0,False,0.0,0.0
2005-11-06,0,0,False,0.0,0.0
2005-11-07,52,52,False,0.52,27.04
2005-11-08,50,50,False,0.5,25.0
2005-11-09,0,0,False,0.0,0.0
2005-11-10,0,0,False,0.0,0.0
2005-11-11,0,0,False,0.0,0.0
2005-11-12,0,0,False,0.0,0.0
2005-11-13,0,0,False,0.0,0.0
2005-11-14,0,0,False,0.0,0.0
2005-11-15,50,50,False,0.5,25.0
2005-11-16,100,100,False,1.0,100.0
2005-11-17,52,52,False,0.52,27.04
2005-11-18,0,0,False,0.0,0.0
2005-11-19,84,84,False,0.84,70.56
2005-11-20,0,0,False,0.0,0.0
2005-11-21,0,0,False,0.0,0.0
2005-11-22,0,0,False,0.0,0.0
2005-11-23,0,0,False,0.0,0.0
2005-11-24,93,93,False,0.93,86.49000000000001
2005-11-25,0,0,False,0.0,0.0
2005-11-26,0,0,False,0.0,0.0
2005-11-27,0,0,False,0.0,0.0
2005-11-28,49,49,False,0.49,24.009999999999998
2005-11-29,0,0,False,0.0,0.0
2005-11-30,0,0,False,0.0,0.0
2005-12-01,0,0,False,0.0,0.0
2005-12-02,0,0,False,0.0,0.0
2005-12-03,0,0,False,0.0,0.0
2005-12-04,64,64,False,0.64,40.96
2005-12-05,0,0,False,0.0,0.0
2005-12-06,78,78,False,0.78,60.84
2005-12-07,40,40,False,0.4,16.0
2005-12-08,41,41,False,0.41,16.81
2005-12-09,0,0,False,0.0,0.0
2005-12-10,0,0,False,0.0,0.0
2005-12-11,65,65,False,0.65,42.25
2005-12-12,0,0,False,0.0,0.0
2005-12-13,39,39,False,0.39,15.21
2005-12-14,0,0,False,0.0,0.0
2005-12-15,42,42,False,0.42,17.64
2005-12-16,0,0,False,0.0,0.0
2005-12-17,68,68,False,0.68,46.24
2005-12-18,0,0,False,0.0,0.0
2005-12-19,0,0,False,0.0,0.0
2005-12-20,0,0,False,0.0,0.0
2005-12-21,46,46,False,0.46,21.16
2005-12-22,0,0,False,0.0,0.0
2005-12-23,59,59,False,0.59,34.809999999999995
2005-12-24,0,0,False,0.0,0.0
2005-12-25,100,100,False,1.0,100.0
2005-12-26,0,0,False,0.0,0.0
2005-12-27,0,0,False,0.0,0.0
2005-12-28,49,49,False,0.49,24.009999999999998
2005-12-29,0,0,False,0.0,0.0
2005-12-30,0,0,False,0.0,0.0
2005-12-31,0,0,False,0.0,0.0
2006-01-01,0,0,False,0.0,0.0
2006-01-02,0,0,False,0.0,0.0
2006-01-03,0,0,False,0.0,0.0
2006-01-04,100,100,False,1.0,100.0
2006-01-05,0,0,False,0.0,0.0
2006-01-06,0,0,False,0.0,0.0
2006-01-07,0,0,False,0.0,0.0
2006-01-08,0,0,False,0.0,0.0
2006-01-09,0,0,False,0.0,0.0
2006-01-10,0,0,False,0.0,0.0
2006-01-11,0,0,False,0.0,0.0
2006-01-12,0,0,False,0.0,0.0
2006-01-13,0,0,False,0.0,0.0
2006-01-14,0,0,False,0.0,0.0
2006-01-15,0,0,False,0.0,0.0
2006-01-16,0,0,False,0.0,0.0
2006-01-17,0,0,False,0.0,0.0
2006-01-18,48,48,False,0.48,23.04
2006-01-19,0,0,False,0.0,0.0
2006-01-20,0,0,False,0.0,0.0
2006-01-21,75,75,False,0.75,56.25
2006-01-22,0,0,False,0.0,0.0
2006-01-23,0,0,False,0.0,0.0
2006-01-24,46,46,False,0.46,21.16
2006-01-25,0,0,False,0.0,0.0
2006-01-26,0,0,False,0.0,0.0
2006-01-27,0,0,False,0.0,0.0
2006-01-28,0,0,False,0.0,0.0
2006-01-29,72,72,False,0.72,51.839999999999996
2006-01-30,0,0,False,0.0,0.0
2006-01-31,45,45,False,0.45,20.25
2006-02-01,66,66,False,0.66,43.56
2006-02-02,0,0,False,0.0,0.0
2006-02-03,0,0,False,0.0,0.0
2006-02-04,0,0,False,0.0,0.0
2006-02-05,0,0,False,0.0,0.0
2006-02-06,35,35,False,0.35,12.25
2006-02-07,0,0,False,0.0,0.0
2006-02-08,33,33,False,0.33,10.89
2006-02-09,0,0,False,0.0,0.0
2006-02-10,0,0,False,0.0,0.0
2006-02-11,0,0,False,0.0,0.0
2006-02-12,100,100,False,1.0,100.0
2006-02-13,0,0,False,0.0,0.0
2006-02-14,0,0,False,0.0,0.0
2006-02-15,34,34,False,0.34,11.56
2006-02-16,0,0,False,0.0,0.0
2006-02-17,0,0,False,0.0,0.0
2006-02-18,50,50,False,0.5,25.0
2006-02-19,0,0,False,0.0,0.0
2006-02-20,0,0,False,0.0,0.0
2006-02-21,0,0,False,0.0,0.0
2006-02-22,0,0,False,0.0,0.0
2006-02-23,0,0,False,0.0,0.0
2006-02-24,0,0,False,0.0,0.0
2006-02-25,0,0,False,0.0,0.0
2006-02-26,0,0,False,0.0,0.0
2006-02-27,0,0,False,0.0,0.0
2006-02-28,0,0,False,0.0,0.0
2006-03-01,0,0,False,0.0,0.0
2006-03-02,0,0,False,0.0,0.0
2006-03-03,52,52,False,0.52,27.04
2006-03-04,0,0,False,0.0,0.0
2006-03-05,0,0,False,0.0,0.0
2006-03-06,0,0,False,0.0,0.0
2006-03-07,49,49,False,0.49,24.009999999999998
2006-03-08,0,0,False,0.0,0.0
2006-03-09,0,0,False,0.0,0.0
2006-03-10,54,54,False,0.54,29.160000000000004
2006-03-11,0,0,False,0.0,0.0
2006-03-12,0,0,False,0.0,0.0
2006-03-13,0,0,False,0.0,0.0
2006-03-14,49,49,False,0.49,24.009999999999998
2006-03-15,0,0,False,0.0,0.0
2006-03-16,0,0,False,0.0,0.0
2006-03-17,55,55,False,0.55,30.250000000000004
2006-03-18,0,0,False,0.0,0.0
2006-03-19,78,78,False,0.78,60.84
2006-03-20,0,0,False,0.0,0.0
2006-03-21,0,0,False,0.0,0.0
2006-03-22,49,49,False,0.49,24.009999999999998
2006-03-23,50,50,False,0.5,25.0
2006-03-24,0,0,False,0.0,0.0
2006-03-25,0,0,False,0.0,0.0
2006-03-26,78,78,False,0.78,60.84
2006-03-27,0,0,False,0.0,0.0
2006-03-28,0,0,False,0.0,0.0
2006-03-29,100,100,False,1.0,100.0
2006-03-30,0,0,False,0.0,0.0
2006-03-31,0,0,False,0.0,0.0
2006-04-01,0,0,False,0.0,0.0
2006-04-02,100,100,False,1.0,100.0
2006-04-03,62,62,False,0.62,38.44
2006-04-04,0,0,False,0.0,0.0
2006-04-05,0,0,False,0.0,0.0
2006-04-06,61,61,False,0.61,37.21
2006-04-07,0,0,False,0.0,0.0
2006-04-08,0,0,False,0.0,0.0
2006-04-09,0,0,False,0.0,0.0
2006-04-10,61,61,False,0.61,37.21
2006-04-11,61,61,False,0.61,37.21
2006-04-12,0,0,False,0.0,0.0
2006-04-13,0,0,False,0.0,0.0
2006-04-14,0,0,False,0.0,0.0
2006-04-15,0,0,False,0.0,0.0
2006-04-16,0,0,False,0.0,0.0
2006-04-17,0,0,False,0.0,0.0
2006-04-18,59,59,False,0.59,34.809999999999995
2006-04-19,60,60,False,0.6,36.0
2006-04-20,0,0,False,0.0,0.0
2006-04-21,66,66,False,0.66,43.56
2006-04-22,0,0,False,0.0,0.0
2006-04-23,95,95,False,0.95,90.25
2006-04-24,0,0,False,0.0,0.0
2006-04-25,58,58,False,0.58,33.64
2006-04-26,59,59,False,0.59,34.809999999999995
2006-04-27,0,0,False,0.0,0.0
2006-04-28,0,0,False,0.0,0.0
2006-04-29,0,0,False,0.0,0.0
2006-04-30,0,0,False,0.0,0.0
2006-05-01,0,0,False,0.0,0.0
2006-05-02,0,0,False,0.0,0.0
2006-05-03,47,47,False,0.47,22.09
2006-05-04,49,49,False,0.49,24.009999999999998
2006-05-05,0,0,False,0.0,0.0
2006-05-06,0,0,False,0.0,0.0
2006-05-07,0,0,False,0.0,0.0
2006-05-08,0,0,False,0.0,0.0
2006-05-09,93,93,False,0.93,86.49000000000001
2006-05-10,0,0,False,0.0,0.0
2006-05-11,0,0,False,0.0,0.0
2006-05-12,0,0,False,0.0,0.0
2006-05-13,0,0,False,0.0,0.0
2006-05-14,0,0,False,0.0,0.0
2006-05-15,0,0,False,0.0,0.0
2006-05-16,0,0,False,0.0,0.0
2006-05-17,0,0,False,0.0,0.0
2006-05-18,0,0,False,0.0,0.0
2006-05-19,0,0,False,0.0,0.0
2006-05-20,0,0,False,0.0,0.0
2006-05-21,0,0,False,0.0,0.0
2006-05-22,0,0,False,0.0,0.0
2006-05-23,0,0,False,0.0,0.0
2006-05-24,0,0,False,0.0,0.0
2006-05-25,51,51,False,0.51,26.01
2006-05-26,0,0,False,0.0,0.0
2006-05-27,0,0,False,0.0,0.0
2006-05-28,0,0,False,0.0,0.0
2006-05-29,0,0,False,0.0,0.0
2006-05-30,100,100,False,1.0,100.0
2006-05-31,0,0,False,0.0,0.0
2006-06-01,0,0,False,0.0,0.0
2006-06-02,0,0,False,0.0,0.0
2006-06-03,0,0,False,0.0,0.0
2006-06-04,73,73,False,0.73,53.29
2006-06-05,0,0,False,0.0,0.0
2006-06-06,43,43,False,0.43,18.49
2006-06-07,44,44,False,0.44,19.36
2006-06-08,45,45,False,0.45,20.25
2006-06-09,48,48,False,0.48,23.04
2006-06-10,0,0,False,0.0,0.0
2006-06-11,0,0,False,0.0,0.0
2006-06-12,45,45,False,0.45,20.25
2006-06-13,45,45,False,0.45,20.25
2006-06-14,0,0,False,0.0,0.0
2006-06-15,47,47,False,0.47,22.09
2006-06-16,0,0,False,0.0,0.0
2006-06-17,0,0,False,0.0,0.0
2006-06-18,0,0,False,0.0,0.0
2006-06-19,46,46,False,0.46,21.16
2006-06-20,45,45,False,0.45,20.25
2006-06-21,0,0,False,0.0,0.0
2006-06-22,0,0,False,0.0,0.0
2006-06-23,0,0,False,0.0,0.0
2006-06-24,0,0,False,0.0,0.0
2006-06-25,0,0,False,0.0,0.0
2006-06-26,0,0,False,0.0,0.0
2006-06-27,0,0,False,0.0,0.0
2006-06-28,45,45,False,0.45,20.25
2006-06-29,46,46,False,0.46,21.16
2006-06-30,100,100,False,1.0,100.0
2006-07-01,0,0,False,0.0,0.0
2006-07-02,0,0,False,0.0,0.0
2006-07-03,0,0,False,0.0,0.0
2006-07-04,0,0,False,0.0,0.0
2006-07-05,0,0,False,0.0,0.0
2006-07-06,0,0,False,0.0,0.0
2006-07-07,0,0,False,0.0,0.0
2006-07-08,0,0,False,0.0,0.0
2006-07-09,75,75,False,0.75,56.25
2006-07-10,0,0,False,0.0,0.0
2006-07-11,0,0,False,0.0,0.0
2006-07-12,0,0,False,0.0,0.0
2006-07-13,0,0,False,0.0,0.0
2006-07-14,100,100,False,1.0,100.0
2006-07-15,0,0,False,0.0,0.0
2006-07-16,0,0,False,0.0,0.0
2006-07-17,0,0,False,0.0,0.0
2006-07-18,90,90,False,0.9,81.0
2006-07-19,0,0,False,0.0,0.0
2006-07-20,0,0,False,0.0,0.0
2006-07-21,0,0,False,0.0,0.0
2006-07-22,0,0,False,0.0,0.0
2006-07-23,72,72,False,0.72,51.839999999999996
2006-07-24,0,0,False,0.0,0.0
2006-07-25,0,0,False,0.0,0.0
2006-07-26,44,44,False,0.44,19.36
2006-07-27,0,0,False,0.0,0.0
2006-07-28,48,48,False,0.48,23.04
2006-07-29,0,0,False,0.0,0.0
2006-07-30,0,0,False,0.0,0.0
2006-07-31,45,45,False,0.45,20.25
2006-08-01,0,0,False,0.0,0.0
2006-08-02,0,0,False,0.0,0.0
2006-08-03,0,0,False,0.0,0.0
2006-08-04,0,0,False,0.0,0.0
2006-08-05,0,0,False,0.0,0.0
2006-08-06,0,0,False,0.0,0.0
2006-08-07,0,0,False,0.0,0.0
2006-08-08,0,0,False,0.0,0.0
2006-08-09,0,0,False,0.0,0.0
2006-08-10,0,0,False,0.0,0.0
2006-08-11,0,0,False,0.0,0.0
2006-08-12,0,0,False,0.0,0.0
2006-08-13,0,0,False,0.0,0.0
2006-08-14,52,52,False,0.52,27.04
2006-08-15,100,100,False,1.0,100.0
2006-08-16,0,0,False,0.0,0.0
2006-08-17,52,52,False,0.52,27.04
2006-08-18,0,0,False,0.0,0.0
2006-08-19,0,0,False,0.0,0.0
2006-08-20,0,0,False,0.0,0.0
2006-08-21,0,0,False,0.0,0.0
2006-08-22,0,0,False,0.0,0.0
2006-08-23,49,49,False,0.49,24.009999999999998
2006-08-24,0,0,False,0.0,0.0
2006-08-25,0,0,False,0.0,0.0
2006-08-26,0,0,False,0.0,0.0
2006-08-27,0,0,False,0.0,0.0
2006-08-28,48,48,False,0.48,23.04
2006-08-29,47,47,False,0.47,22.09
2006-08-30,48,48,False,0.48,23.04
2006-08-31,0,0,False,0.0,0.0
2006-09-01,0,0,False,0.0,0.0
2006-09-02,0,0,False,0.0,0.0
2006-09-03,0,0,False,0.0,0.0
2006-09-04,94,94,False,0.94,88.36
2006-09-05,66,66,False,0.66,43.56
2006-09-06,0,0,False,0.0,0.0
2006-09-07,0,0,False,0.0,0.0
2006-09-08,0,0,False,0.0,0.0
2006-09-09,0,0,False,0.0,0.0
2006-09-10,0,0,False,0.0,0.0
2006-09-11,0,0,False,0.0,0.0
2006-09-12,0,0,False,0.0,0.0
2006-09-13,0,0,False,0.0,0.0
2006-09-14,0,0,False,0.0,0.0
2006-09-15,0,0,False,0.0,0.0
2006-09-16,0,0,False,0.0,0.0
2006-09-17,0,0,False,0.0,0.0
2006-09-18,0,0,False,0.0,0.0
2006-09-19,64,64,False,0.64,40.96
2006-09-20,0,0,False,0.0,0.0
2006-09-21,66,66,False,0.66,43.56
2006-09-22,0,0,False,0.0,0.0
2006-09-23,100,100,False,1.0,100.0
2006-09-24,0,0,False,0.0,0.0
2006-09-25,0,0,False,0.0,0.0
2006-09-26,0,0,False,0.0,0.0
2006-09-27,65,65,False,0.65,42.25
2006-09-28,0,0,False,0.0,0.0
2006-09-29,0,0,False,0.0,0.0
2006-09-30,0,0,False,0.0,0.0
2006-10-01,0,0,False,0.0,0.0
2006-10-02,0,0,False,0.0,0.0
2006-10-03,0,0,False,0.0,0.0
2006-10-04,34,34,False,0.34,11.56
2006-10-05,69,69,False,0.69,47.61
2006-10-06,0,0,False,0.0,0.0
2006-10-07,56,56,False,0.56,31.360000000000003
2006-10-08,56,56,False,0.56,31.360000000000003
2006-10-09,0,0,False,0.0,0.0
2006-10-10,0,0,False,0.0,0.0
2006-10-11,33,33,False,0.33,10.89
2006-10-12,0,0,False,0.0,0.0
2006-10-13,0,0,False,0.0,0.0
2006-10-14,0,0,False,0.0,0.0
2006-10-15,0,0,False,0.0,0.0
2006-10-16,0,0,False,0.0,0.0
2006-10-17,0,0,False,0.0,0.0
2006-10-18,33,33,False,0.33,10.89
2006-10-19,0,0,False,0.0,0.0
2006-10-20,0,0,False,0.0,0.0
